BUSMASTER Ver 3.2.2,,,,,,
PROTOCOL CAN,,,,,,
NOTE: PLEASE DO NOT EDIT THIS DOCUMENT,,,,,,
[START LOGGING SESSION],,,,,,
START DATE AND TIME 15:1:2019 13:13:26:24,,,,,,
END DATE AND TIME 23:1:2019 14:47:40:625,,,,,,
SYSTEM MODE,,,,,,
START CHANNEL BAUD RATE,,,,,,
CHANNEL 1 - Kvaser - Kvaser Leaf Light v2 #0 (Channel 0), Serial Number- 0, Firmware- 0x00000187 0x00040004 - 250000 bps,,,,
END CHANNEL BAUD RATE,,,,,,
START DATABASE FILES,,,,,,
END DATABASE FILES,,,,,,
<Time>,<Tx/Rx>,<Channel>,<CAN ID>,<Type>,<DLC>,<DataBytes>
13:13:35:4882,Rx,1,0x5601069,x,8,91 F6 FB FF 2E 00 B2 C0 
13:13:35:4932,Rx,1,0x5601069,x,8,91 F6 FB FF 2D 00 B2 C0 
13:13:35:4982,Rx,1,0x5601069,x,8,91 F6 FA FF 2D 00 B2 C0 
13:13:35:5032,Rx,1,0x5601069,x,8,91 F6 FA FF 2C 00 B2 C0 
13:13:35:5082,Rx,1,0x5601069,x,8,91 F6 F9 FF 2C 00 B2 C0 
13:13:35:5132,Rx,1,0x5601069,x,8,90 F6 F9 FF 2B 00 B2 C0 
13:13:35:5182,Rx,1,0x5601069,x,8,90 F6 F9 FF 2B 00 B2 C0 
13:13:35:5232,Rx,1,0x5601069,x,8,90 F6 F9 FF 2A 00 B2 C0 
13:13:35:5282,Rx,1,0x5601069,x,8,90 F6 F9 FF 2A 00 B2 C0 
13:13:35:5332,Rx,1,0x5601069,x,8,8F F6 F9 FF 29 00 B2 C0 
13:13:35:5382,Rx,1,0x5601069,x,8,8F F6 F9 FF 29 00 B2 C0 
13:13:35:5442,Rx,1,0x5601069,x,8,8F F6 F9 FF 28 00 B2 C0 
13:13:35:5492,Rx,1,0x5601069,x,8,8F F6 F9 FF 28 00 B2 C0 
13:13:35:5542,Rx,1,0x5601069,x,8,8F F6 F8 FF 27 00 B2 C0 
13:13:35:5592,Rx,1,0x5601069,x,8,8E F6 F8 FF 27 00 B3 C0 
13:13:35:5642,Rx,1,0x5601069,x,8,8E F6 F8 FF 26 00 B3 C0 
13:13:35:5692,Rx,1,0x5601069,x,8,8E F6 F8 FF 26 00 B3 C0 
13:13:35:5742,Rx,1,0x5601069,x,8,8E F6 F7 FF 25 00 B3 C0 
13:13:35:5792,Rx,1,0x5601069,x,8,8D F6 F7 FF 25 00 B3 C0 
13:13:35:5842,Rx,1,0x5601069,x,8,8D F6 F7 FF 25 00 B3 C0 
13:13:35:5892,Rx,1,0x5601069,x,8,8D F6 F7 FF 25 00 B3 C0 
13:13:35:5942,Rx,1,0x5601069,x,8,8D F6 F6 FF 24 00 B3 C0 
13:13:35:5992,Rx,1,0x5601069,x,8,8C F6 F6 FF 24 00 B3 C0 
13:13:35:6042,Rx,1,0x5601069,x,8,8C F6 F6 FF 23 00 B3 C0 
13:13:35:6112,Rx,1,0x5601069,x,8,8C F6 F6 FF 23 00 B3 C0 
13:13:35:6152,Rx,1,0x5601069,x,8,8C F6 01 00 39 00 B3 C0 
13:13:35:6202,Rx,1,0x5601069,x,8,8C F6 00 00 39 00 B3 C0 
13:13:35:6252,Rx,1,0x5601069,x,8,8C F6 00 00 38 00 B3 C0 
13:13:35:6302,Rx,1,0x5601069,x,8,8B F6 FF FF 38 00 B3 C0 
13:13:35:6352,Rx,1,0x5601069,x,8,8B F6 FF FF 37 00 B3 C0 
13:13:35:6402,Rx,1,0x5601069,x,8,8B F6 FE FF 37 00 B3 C0 
13:13:35:6452,Rx,1,0x5601069,x,8,8B F6 FE FF 36 00 B3 C0 
13:13:35:6502,Rx,1,0x5601069,x,8,8A F6 FE FF 36 00 B3 C0 
13:13:35:6552,Rx,1,0x5601069,x,8,8A F6 FE FF 35 00 B3 C0 
13:13:35:6602,Rx,1,0x5601069,x,8,8A F6 FD FF 35 00 B3 C0 
13:13:35:6652,Rx,1,0x5601069,x,8,8A F6 FD FF 34 00 B3 C0 
13:13:35:6702,Rx,1,0x5601069,x,8,8A F6 FC FF 34 00 B3 C0 
13:13:35:6752,Rx,1,0x5601069,x,8,8A F6 FC FF 33 00 B3 C0 
13:13:35:6802,Rx,1,0x5601069,x,8,89 F6 FB FF 33 00 B3 C0 
13:13:35:6852,Rx,1,0x5601069,x,8,89 F6 FB FF 33 00 B3 C0 
13:13:35:6902,Rx,1,0x5601069,x,8,89 F6 FB FF 32 00 B3 C0 
13:13:35:6962,Rx,1,0x5601069,x,8,89 F6 FA FF 32 00 B3 C0 
13:13:35:7012,Rx,1,0x5601069,x,8,89 F6 FA FF 31 00 B3 C0 
13:13:35:7062,Rx,1,0x5601069,x,8,89 F6 FA FF 31 00 B3 C0 
13:13:35:7112,Rx,1,0x5601069,x,8,88 F6 FA FF 30 00 B3 C0 
13:13:35:7162,Rx,1,0x5601069,x,8,88 F6 F9 FF 30 00 B3 C0 
13:13:35:7212,Rx,1,0x5601069,x,8,88 F6 F9 FF 2F 00 B3 C0 
13:13:35:7262,Rx,1,0x5601069,x,8,88 F6 F9 FF 2F 00 B3 C0 
13:13:35:7312,Rx,1,0x5601069,x,8,88 F6 F8 FF 2E 00 B4 C0 
13:13:35:7362,Rx,1,0x5601069,x,8,87 F6 F8 FF 2E 00 B4 C0 
13:13:35:7412,Rx,1,0x5601069,x,8,87 F6 F8 FF 2D 00 B4 C0 
13:13:35:7462,Rx,1,0x5601069,x,8,87 F6 F8 FF 2D 00 B4 C0 
13:13:35:7512,Rx,1,0x5601069,x,8,87 F6 F8 FF 2C 00 B4 C0 
13:13:35:7562,Rx,1,0x5601069,x,8,86 F6 F8 FF 2C 00 B4 C0 
13:13:35:7612,Rx,1,0x5601069,x,8,86 F6 F8 FF 2B 00 B4 C0 
13:13:35:7662,Rx,1,0x5601069,x,8,86 F6 F8 FF 2B 00 B4 C0 
13:13:35:7722,Rx,1,0x5601069,x,8,86 F6 F7 FF 2A 00 B4 C0 
13:13:35:7772,Rx,1,0x5601069,x,8,85 F6 F7 FF 2A 00 B4 C0 
13:13:35:7822,Rx,1,0x5601069,x,8,85 F6 F7 FF 29 00 B4 C0 
13:13:35:7872,Rx,1,0x5601069,x,8,85 F6 F7 FF 29 00 B4 C0 
13:13:35:7922,Rx,1,0x5601069,x,8,85 F6 F6 FF 29 00 B4 C0 
13:13:35:7972,Rx,1,0x5601069,x,8,85 F6 F6 FF 28 00 B4 C0 
13:13:35:8022,Rx,1,0x5601069,x,8,85 F6 F6 FF 28 00 B4 C0 
13:13:35:8072,Rx,1,0x5601069,x,8,85 F6 F6 FF 28 00 B4 C0 
13:13:35:8122,Rx,1,0x5601069,x,8,84 F6 F6 FF 28 00 B4 C0 
13:13:35:8172,Rx,1,0x5601069,x,8,84 F6 F6 FF 27 00 B4 C0 
13:13:35:8222,Rx,1,0x5601069,x,8,84 F6 F6 FF 27 00 B4 C0 
13:13:35:8272,Rx,1,0x5601069,x,8,84 F6 F6 FF 26 00 B4 C0 
13:13:35:8322,Rx,1,0x5601069,x,8,84 F6 F6 FF 26 00 B4 C0 
13:13:35:8372,Rx,1,0x5601069,x,8,84 F6 F6 FF 25 00 B4 C0 
13:13:35:8422,Rx,1,0x5601069,x,8,83 F6 F6 FF 25 00 B4 C0 
13:13:35:8472,Rx,1,0x5601069,x,8,83 F6 F6 FF 25 00 B4 C0 
13:13:35:8532,Rx,1,0x5601069,x,8,83 F6 F6 FF 24 00 B4 C0 
13:13:35:8582,Rx,1,0x5601069,x,8,82 F6 FB FF 38 00 B4 C0 
13:13:35:8642,Rx,1,0x5601069,x,8,82 F6 FB FF 38 00 B4 C0 
13:13:35:8682,Rx,1,0x5601069,x,8,82 F6 FB FF 37 00 B4 C0 
13:13:35:8732,Rx,1,0x5601069,x,8,82 F6 FA FF 37 00 B4 C0 
13:13:35:8782,Rx,1,0x5601069,x,8,81 F6 FA FF 36 00 B4 C0 
13:13:35:8832,Rx,1,0x5601069,x,8,81 F6 FA FF 36 00 B4 C0 
13:13:35:8882,Rx,1,0x5601069,x,8,81 F6 FA FF 35 00 B4 C0 
13:13:35:8932,Rx,1,0x5601069,x,8,81 F6 F9 FF 35 00 B4 C0 
13:13:35:8982,Rx,1,0x5601069,x,8,81 F6 F9 FF 34 00 B4 C0 
13:13:35:9032,Rx,1,0x5601069,x,8,81 F6 F9 FF 34 00 B5 C0 
13:13:35:9082,Rx,1,0x5601069,x,8,81 F6 F9 FF 33 00 B5 C0 
13:13:35:9132,Rx,1,0x5601069,x,8,81 F6 F9 FF 33 00 B5 C0 
13:13:35:9182,Rx,1,0x5601069,x,8,81 F6 F8 FF 32 00 B5 C0 
13:13:35:9242,Rx,1,0x5601069,x,8,81 F6 F8 FF 32 00 B5 C0 
13:13:35:9292,Rx,1,0x5601069,x,8,81 F6 F8 FF 31 00 B5 C0 
13:13:35:9342,Rx,1,0x5601069,x,8,80 F6 F8 FF 31 00 B5 C0 
13:13:35:9392,Rx,1,0x5601069,x,8,80 F6 F8 FF 31 00 B5 C0 
13:13:35:9442,Rx,1,0x5601069,x,8,80 F6 F8 FF 30 00 B5 C0 
13:13:35:9492,Rx,1,0x5601069,x,8,80 F6 F7 FF 30 00 B5 C0 
13:13:35:9542,Rx,1,0x5601069,x,8,80 F6 F7 FF 2F 00 B5 C0 
13:13:35:9592,Rx,1,0x5601069,x,8,80 F6 F7 FF 2F 00 B5 C0 
13:13:35:9632,Rx,1,0x5601069,x,8,80 F6 F7 FF 2E 00 B5 C0 
13:13:35:9692,Rx,1,0x5601069,x,8,7F F6 F7 FF 2E 00 B5 C0 
13:13:35:9742,Rx,1,0x5601069,x,8,7F F6 F7 FF 2D 00 B5 C0 
13:13:35:9792,Rx,1,0x5601069,x,8,7F F6 F7 FF 2D 00 B5 C0 
13:13:35:9842,Rx,1,0x5601069,x,8,7F F6 F7 FF 2C 00 B5 C0 
13:13:35:9892,Rx,1,0x5601069,x,8,7E F6 F7 FF 2C 00 B5 C0 
13:13:35:9942,Rx,1,0x5601069,x,8,7E F6 F7 FF 2B 00 B5 C0 
13:13:35:9992,Rx,1,0x5601069,x,8,7E F6 F7 FF 2B 00 B5 C0 
13:13:36:0042,Rx,1,0x5601069,x,8,7E F6 F7 FF 2A 00 B5 C0 
13:13:36:0102,Rx,1,0x5601069,x,8,7E F6 F6 FF 2A 00 B5 C0 
13:13:36:0152,Rx,1,0x5601069,x,8,7D F6 F6 FF 29 00 B5 C0 
13:13:36:0202,Rx,1,0x5601069,x,8,7D F6 F6 FF 29 00 B5 C0 
13:13:36:0252,Rx,1,0x5601069,x,8,7D F6 F6 FF 28 00 B5 C0 
13:13:36:0302,Rx,1,0x5601069,x,8,7D F6 F6 FF 28 00 B5 C0 
13:13:36:0352,Rx,1,0x5601069,x,8,7C F6 F6 FF 27 00 B5 C0 
13:13:36:0402,Rx,1,0x5601069,x,8,7C F6 F6 FF 27 00 B5 C0 
13:13:36:0452,Rx,1,0x5601069,x,8,7C F6 F5 FF 27 00 B5 C0 
13:13:36:0502,Rx,1,0x5601069,x,8,7C F6 F5 FF 27 00 B5 C0 
13:13:36:0552,Rx,1,0x5601069,x,8,7C F6 F5 FF 26 00 B5 C0 
13:13:36:0602,Rx,1,0x5601069,x,8,7C F6 F5 FF 26 00 B5 C0 
13:13:36:0652,Rx,1,0x5601069,x,8,7C F6 F4 FF 26 00 B5 C0 
13:13:36:0702,Rx,1,0x5601069,x,8,7B F6 F4 FF 25 00 B5 C0 
13:13:36:0752,Rx,1,0x5601069,x,8,7B F6 F4 FF 25 00 B5 C0 
13:13:36:0812,Rx,1,0x5601069,x,8,7B F6 F4 FF 24 00 B6 C0 
13:13:36:0862,Rx,1,0x5601069,x,8,7B F6 F4 FF 24 00 B6 C0 
13:13:36:0912,Rx,1,0x5601069,x,8,7B F6 F4 FF 23 00 B6 C0 
13:13:36:0962,Rx,1,0x5601069,x,8,7B F6 F4 FF 23 00 B6 C0 
13:13:36:1012,Rx,1,0x5601069,x,8,7A F6 F4 FF 22 00 B6 C0 
13:13:36:1062,Rx,1,0x5601069,x,8,7A F6 F4 FF 22 00 B6 C0 
13:13:36:1112,Rx,1,0x5601069,x,8,7A F6 F3 FF 21 00 B6 C0 
13:13:36:1172,Rx,1,0x5601069,x,8,7A F6 F3 FF 21 00 B6 C0 
13:13:36:1212,Rx,1,0x5601069,x,8,79 F6 F3 FF 20 00 B6 C0 
13:13:36:1262,Rx,1,0x5601069,x,8,79 F6 F3 FF 20 00 B6 C0 
13:13:36:1312,Rx,1,0x5601069,x,8,79 F6 F2 FF 1F 00 B6 C0 
13:13:36:1362,Rx,1,0x5601069,x,8,78 F6 02 00 36 00 B6 C0 
13:13:36:1412,Rx,1,0x5601069,x,8,78 F6 01 00 35 00 B6 C0 
13:13:36:1462,Rx,1,0x5601069,x,8,78 F6 01 00 35 00 B6 C0 
13:13:36:1512,Rx,1,0x5601069,x,8,78 F6 01 00 34 00 B6 C0 
13:13:36:1572,Rx,1,0x5601069,x,8,77 F6 00 00 34 00 B6 C0 
13:13:36:1622,Rx,1,0x5601069,x,8,77 F6 00 00 33 00 B6 C0 
13:13:36:1672,Rx,1,0x5601069,x,8,77 F6 FF FF 33 00 B6 C0 
13:13:36:1722,Rx,1,0x5601069,x,8,77 F6 FF FF 32 00 B6 C0 
13:13:36:1772,Rx,1,0x5601069,x,8,76 F6 FE FF 32 00 B6 C0 
13:13:36:1822,Rx,1,0x5601069,x,8,76 F6 FE FF 31 00 B6 C0 
13:13:36:1872,Rx,1,0x5601069,x,8,76 F6 FE FF 31 00 B6 C0 
13:13:36:1922,Rx,1,0x5601069,x,8,76 F6 FD FF 30 00 B6 C0 
13:13:36:1972,Rx,1,0x5601069,x,8,75 F6 FD FF 30 00 B6 C0 
13:13:36:2022,Rx,1,0x5601069,x,8,75 F6 FC FF 30 00 B6 C0 
13:13:36:2072,Rx,1,0x5601069,x,8,75 F6 FC FF 2F 00 B6 C0 
13:13:36:2122,Rx,1,0x5601069,x,8,75 F6 FB FF 2F 00 B6 C0 
13:13:36:2172,Rx,1,0x5601069,x,8,74 F6 FB FF 2E 00 B6 C0 
13:13:36:2222,Rx,1,0x5601069,x,8,74 F6 FB FF 2E 00 B6 C0 
13:13:36:2272,Rx,1,0x5601069,x,8,74 F6 FB FF 2D 00 B6 C0 
13:13:36:2322,Rx,1,0x5601069,x,8,74 F6 FA FF 2D 00 B6 C0 
13:13:36:2382,Rx,1,0x5601069,x,8,73 F6 FA FF 2C 00 B6 C0 
13:13:36:2432,Rx,1,0x5601069,x,8,73 F6 FA FF 2C 00 B6 C0 
13:13:36:2482,Rx,1,0x5601069,x,8,73 F6 FA FF 2B 00 B6 C0 
13:13:36:2532,Rx,1,0x5601069,x,8,73 F6 F9 FF 2B 00 B6 C0 
13:13:36:2582,Rx,1,0x5601069,x,8,72 F6 F9 FF 2A 00 B7 C0 
13:13:36:2632,Rx,1,0x5601069,x,8,72 F6 F9 FF 2A 00 B7 C0 
13:13:36:2682,Rx,1,0x5601069,x,8,72 F6 F9 FF 29 00 B7 C0 
13:13:36:2732,Rx,1,0x5601069,x,8,72 F6 F9 FF 29 00 B7 C0 
13:13:36:2782,Rx,1,0x5601069,x,8,72 F6 F9 FF 28 00 B7 C0 
13:13:36:2832,Rx,1,0x5601069,x,8,72 F6 F9 FF 28 00 B7 C0 
13:13:36:2882,Rx,1,0x5601069,x,8,71 F6 F9 FF 27 00 B7 C0 
13:13:36:2932,Rx,1,0x5601069,x,8,71 F6 F9 FF 27 00 B7 C0 
13:13:36:2982,Rx,1,0x5601069,x,8,71 F6 F8 FF 26 00 B7 C0 
13:13:36:3032,Rx,1,0x5601069,x,8,71 F6 F8 FF 26 00 B7 C0 
13:13:36:3082,Rx,1,0x5601069,x,8,70 F6 F8 FF 25 00 B7 C0 
13:13:36:3132,Rx,1,0x5601069,x,8,70 F6 F8 FF 25 00 B7 C0 
13:13:36:3192,Rx,1,0x5601069,x,8,70 F6 FA FF 39 00 B7 C0 
13:13:36:3242,Rx,1,0x5601069,x,8,70 F6 FA FF 38 00 B7 C0 
13:13:36:3292,Rx,1,0x5601069,x,8,6F F6 F9 FF 38 00 B7 C0 
13:13:36:3342,Rx,1,0x5601069,x,8,6F F6 F9 FF 37 00 B7 C0 
13:13:36:3392,Rx,1,0x5601069,x,8,6F F6 F9 FF 37 00 B7 C0 
13:13:36:3442,Rx,1,0x5601069,x,8,6F F6 F9 FF 36 00 B7 C0 
13:13:36:3492,Rx,1,0x5601069,x,8,6F F6 F9 FF 36 00 B7 C0 
13:13:36:3542,Rx,1,0x5601069,x,8,6E F6 F8 FF 35 00 B8 C0 
13:13:36:3592,Rx,1,0x5601069,x,8,6E F6 F8 FF 35 00 B8 C0 
13:13:36:3642,Rx,1,0x5601069,x,8,6E F6 F8 FF 34 00 B8 C0 
13:13:36:3702,Rx,1,0x5601069,x,8,6E F6 F8 FF 34 00 B8 C0 
13:13:36:3742,Rx,1,0x5601069,x,8,6E F6 F7 FF 33 00 B8 C0 
13:13:36:3792,Rx,1,0x5601069,x,8,6E F6 F7 FF 33 00 B8 C0 
13:13:36:3842,Rx,1,0x5601069,x,8,6E F6 F7 FF 33 00 B8 C0 
13:13:36:3902,Rx,1,0x5601069,x,8,6D F6 F7 FF 32 00 B8 C0 
13:13:36:3952,Rx,1,0x5601069,x,8,6D F6 F6 FF 32 00 B8 C0 
13:13:36:4002,Rx,1,0x5601069,x,8,6D F6 F6 FF 31 00 B8 C0 
13:13:36:4052,Rx,1,0x5601069,x,8,6D F6 F6 FF 31 00 B8 C0 
13:13:36:4102,Rx,1,0x5601069,x,8,6C F6 F6 FF 30 00 B8 C0 
13:13:36:4152,Rx,1,0x5601069,x,8,6C F6 F6 FF 30 00 B8 C0 
13:13:36:4202,Rx,1,0x5601069,x,8,6C F6 F6 FF 2F 00 B8 C0 
13:13:36:4252,Rx,1,0x5601069,x,8,6C F6 F5 FF 2F 00 B8 C0 
13:13:36:4302,Rx,1,0x5601069,x,8,6B F6 F5 FF 2E 00 B8 C0 
13:13:36:4352,Rx,1,0x5601069,x,8,6B F6 F5 FF 2E 00 B8 C0 
13:13:36:4402,Rx,1,0x5601069,x,8,6B F6 F5 FF 2D 00 B8 C0 
13:13:36:4452,Rx,1,0x5601069,x,8,6B F6 F4 FF 2D 00 B8 C0 
13:13:36:4502,Rx,1,0x5601069,x,8,6A F6 F4 FF 2C 00 B8 C0 
13:13:36:4552,Rx,1,0x5601069,x,8,6A F6 F4 FF 2C 00 B8 C0 
13:13:36:4602,Rx,1,0x5601069,x,8,6A F6 F4 FF 2B 00 B8 C0 
13:13:36:4652,Rx,1,0x5601069,x,8,6A F6 F4 FF 2B 00 B8 C0 
13:13:36:4702,Rx,1,0x5601069,x,8,69 F6 F4 FF 2B 00 B8 C0 
13:13:36:4762,Rx,1,0x5601069,x,8,69 F6 F4 FF 2B 00 B8 C0 
13:13:36:4802,Rx,1,0x5601069,x,8,69 F6 F3 FF 2A 00 B8 C0 
13:13:36:4862,Rx,1,0x5601069,x,8,69 F6 F3 FF 2A 00 B8 C0 
13:13:36:4912,Rx,1,0x5601069,x,8,68 F6 F3 FF 2A 00 B8 C0 
13:13:36:4962,Rx,1,0x5601069,x,8,68 F6 F3 FF 29 00 B8 C0 
13:13:36:5012,Rx,1,0x5601069,x,8,68 F6 F3 FF 29 00 B8 C0 
13:13:36:5062,Rx,1,0x5601069,x,8,68 F6 F3 FF 28 00 B8 C0 
13:13:36:5112,Rx,1,0x5601069,x,8,67 F6 F3 FF 28 00 B8 C0 
13:13:36:5162,Rx,1,0x5601069,x,8,67 F6 F3 FF 28 00 B8 C0 
13:13:36:5212,Rx,1,0x5601069,x,8,67 F6 F2 FF 27 00 B9 C0 
13:13:36:5262,Rx,1,0x5601069,x,8,67 F6 F2 FF 27 00 B9 C0 
13:13:36:5312,Rx,1,0x5601069,x,8,66 F6 F2 FF 26 00 B9 C0 
13:13:36:5362,Rx,1,0x5601069,x,8,66 F6 F2 FF 26 00 B9 C0 
13:13:36:5412,Rx,1,0x5601069,x,8,66 F6 F1 FF 25 00 B9 C0 
13:13:36:5462,Rx,1,0x5601069,x,8,66 F6 F1 FF 25 00 B9 C0 
13:13:36:5522,Rx,1,0x5601069,x,8,65 F6 F1 FF 24 00 B9 C0 
13:13:36:5572,Rx,1,0x5601069,x,8,65 F6 F1 FF 24 00 B9 C0 
13:13:36:5622,Rx,1,0x5601069,x,8,65 F6 F1 FF 23 00 B9 C0 
13:13:36:5672,Rx,1,0x5601069,x,8,65 F6 F1 FF 23 00 B9 C0 
13:13:36:5722,Rx,1,0x5601069,x,8,65 F6 FB FF 39 00 B9 C0 
13:13:36:5772,Rx,1,0x5601069,x,8,64 F6 FA FF 39 00 B9 C0 
13:13:36:5822,Rx,1,0x5601069,x,8,64 F6 FA FF 39 00 B9 C0 
13:13:36:5872,Rx,1,0x5601069,x,8,64 F6 F9 FF 38 00 B9 C0 
13:13:36:5922,Rx,1,0x5601069,x,8,64 F6 F9 FF 38 00 B9 C0 
13:13:36:5972,Rx,1,0x5601069,x,8,64 F6 F9 FF 37 00 B9 C0 
13:13:36:6022,Rx,1,0x5601069,x,8,64 F6 F9 FF 37 00 B9 C0 
13:13:36:6072,Rx,1,0x5601069,x,8,64 F6 F9 FF 37 00 B9 C0 
13:13:36:6122,Rx,1,0x5601069,x,8,63 F6 F9 FF 36 00 B9 C0 
13:13:36:6172,Rx,1,0x5601069,x,8,63 F6 F9 FF 36 00 B9 C0 
13:13:36:6242,Rx,1,0x5601069,x,8,63 F6 F9 FF 35 00 B9 C0 
13:13:36:6282,Rx,1,0x5601069,x,8,63 F6 F9 FF 35 00 B9 C0 
13:13:36:6332,Rx,1,0x5601069,x,8,63 F6 F9 FF 34 00 B9 C0 
13:13:36:6382,Rx,1,0x5601069,x,8,63 F6 F9 FF 34 00 B9 C0 
13:13:36:6432,Rx,1,0x5601069,x,8,63 F6 F9 FF 33 00 B9 C0 
13:13:36:6482,Rx,1,0x5601069,x,8,63 F6 F8 FF 33 00 B9 C0 
13:13:36:6532,Rx,1,0x5601069,x,8,63 F6 F8 FF 32 00 B9 C0 
13:13:36:6582,Rx,1,0x5601069,x,8,63 F6 F8 FF 32 00 B9 C0 
13:13:36:6632,Rx,1,0x5601069,x,8,63 F6 F8 FF 32 00 B9 C0 
13:13:36:6682,Rx,1,0x5601069,x,8,63 F6 F7 FF 31 00 B9 C0 
13:13:36:6732,Rx,1,0x5601069,x,8,62 F6 F7 FF 31 00 B9 C0 
13:13:36:6782,Rx,1,0x5601069,x,8,62 F6 F7 FF 30 00 B9 C0 
13:13:36:6832,Rx,1,0x5601069,x,8,62 F6 F7 FF 30 00 B9 C0 
13:13:36:6882,Rx,1,0x5601069,x,8,62 F6 F7 FF 2F 00 B9 C0 
13:13:36:6932,Rx,1,0x5601069,x,8,61 F6 F6 FF 2F 00 B9 C0 
13:13:36:6982,Rx,1,0x5601069,x,8,61 F6 F6 FF 2E 00 B9 C0 
13:13:36:7042,Rx,1,0x5601069,x,8,61 F6 F6 FF 2E 00 B9 C0 
13:13:36:7092,Rx,1,0x5601069,x,8,61 F6 F6 FF 2D 00 B9 C0 
13:13:36:7142,Rx,1,0x5601069,x,8,60 F6 F6 FF 2D 00 B9 C0 
13:13:36:7192,Rx,1,0x5601069,x,8,60 F6 F5 FF 2C 00 BA C0 
13:13:36:7242,Rx,1,0x5601069,x,8,60 F6 F5 FF 2C 00 BA C0 
13:13:36:7292,Rx,1,0x5601069,x,8,60 F6 F5 FF 2B 00 BA C0 
13:13:36:7332,Rx,1,0x5601069,x,8,5F F6 F5 FF 2B 00 BA C0 
13:13:36:7392,Rx,1,0x5601069,x,8,5F F6 F4 FF 2A 00 BA C0 
13:13:36:7442,Rx,1,0x5601069,x,8,5F F6 F4 FF 2A 00 BA C0 
13:13:36:7492,Rx,1,0x5601069,x,8,5F F6 F4 FF 29 00 BA C0 
13:13:36:7542,Rx,1,0x5601069,x,8,5E F6 F4 FF 29 00 BA C0 
13:13:36:7592,Rx,1,0x5601069,x,8,5E F6 F4 FF 28 00 BA C0 
13:13:36:7642,Rx,1,0x5601069,x,8,5E F6 F4 FF 28 00 BA C0 
13:13:36:7692,Rx,1,0x5601069,x,8,5E F6 F3 FF 28 00 BA C0 
13:13:36:7742,Rx,1,0x5601069,x,8,5D F6 F3 FF 28 00 BA C0 
13:13:36:7792,Rx,1,0x5601069,x,8,5D F6 F3 FF 27 00 BA C0 
13:13:36:7852,Rx,1,0x5601069,x,8,5D F6 F3 FF 27 00 BA C0 
13:13:36:7902,Rx,1,0x5601069,x,8,5D F6 FD FF 3C 00 BA C0 
13:13:36:7952,Rx,1,0x5601069,x,8,5D F6 FC FF 3B 00 BA C0 
13:13:36:8002,Rx,1,0x5601069,x,8,5D F6 FC FF 3B 00 BA C0 
13:13:36:8052,Rx,1,0x5601069,x,8,5D F6 FC FF 3A 00 BA C0 
13:13:36:8102,Rx,1,0x5601069,x,8,5D F6 FC FF 3A 00 BA C0 
13:13:36:8152,Rx,1,0x5601069,x,8,5C F6 FB FF 39 00 BA C0 
13:13:36:8202,Rx,1,0x5601069,x,8,5C F6 FB FF 39 00 BA C0 
13:13:36:8252,Rx,1,0x5601069,x,8,5C F6 FB FF 38 00 BA C0 
13:13:36:8302,Rx,1,0x5601069,x,8,5C F6 FA FF 38 00 BA C0 
13:13:36:8352,Rx,1,0x5601069,x,8,5C F6 FA FF 37 00 BA C0 
13:13:36:8402,Rx,1,0x5601069,x,8,5C F6 FA FF 37 00 BA C0 
13:13:36:8452,Rx,1,0x5601069,x,8,5C F6 F9 FF 37 00 BA C0 
13:13:36:8502,Rx,1,0x5601069,x,8,5C F6 F9 FF 36 00 BA C0 
13:13:36:8562,Rx,1,0x5601069,x,8,5B F6 F9 FF 36 00 BA C0 
13:13:36:8612,Rx,1,0x5601069,x,8,5B F6 F9 FF 35 00 BA C0 
13:13:36:8662,Rx,1,0x5601069,x,8,5B F6 F9 FF 35 00 BA C0 
13:13:36:8712,Rx,1,0x5601069,x,8,5B F6 F8 FF 34 00 BA C0 
13:13:36:8772,Rx,1,0x5601069,x,8,5B F6 F8 FF 34 00 BA C0 
13:13:36:8812,Rx,1,0x5601069,x,8,5A F6 F8 FF 34 00 BB C0 
13:13:36:8862,Rx,1,0x5601069,x,8,5A F6 F8 FF 34 00 BB C0 
13:13:36:8912,Rx,1,0x5601069,x,8,5A F6 F7 FF 34 00 BB C0 
13:13:36:8962,Rx,1,0x5601069,x,8,5A F6 F7 FF 33 00 BA C0 
13:13:36:9012,Rx,1,0x5601069,x,8,5A F6 F7 FF 33 00 BA C0 
13:13:36:9062,Rx,1,0x5601069,x,8,5A F6 F7 FF 33 00 BB C0 
13:13:36:9112,Rx,1,0x5601069,x,8,59 F6 F7 FF 32 00 BB C0 
13:13:36:9162,Rx,1,0x5601069,x,8,59 F6 F7 FF 32 00 BB C0 
13:13:36:9212,Rx,1,0x5601069,x,8,59 F6 F7 FF 31 00 BB C0 
13:13:36:9262,Rx,1,0x5601069,x,8,59 F6 F7 FF 31 00 BB C0 
13:13:36:9312,Rx,1,0x5601069,x,8,59 F6 F7 FF 30 00 BB C0 
13:13:36:9362,Rx,1,0x5601069,x,8,59 F6 F7 FF 30 00 BB C0 
13:13:36:9422,Rx,1,0x5601069,x,8,59 F6 F7 FF 2F 00 BB C0 
13:13:36:9472,Rx,1,0x5601069,x,8,59 F6 F6 FF 2F 00 BB C0 
13:13:36:9522,Rx,1,0x5601069,x,8,58 F6 F6 FF 2E 00 BB C0 
